intersection,north,east,south,west,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950
roundabout,20,20,20,44,0,5.2,6.785714,7.785714,11.09091,9.363636,8.666667,11.15385,8.923077,8.5,8.3125,9.941176,11.5,14.8,8.333333,8.714286,10.625,7.833333,11.33333,12.4375,9.6,8.461538,10,9.416667,7.846154,7.65,10.94444,15.33333,12,4.285714,9.117647,12.55556,9.619047,10.6,11.52941,8.277778,11.55,13.4,10.75,8.5625,10.25,8.785714,8.3125,14.8,12.78571,7.5,8.555555,8.8,7.142857,10.05882,9.681818,13.11539,13.95833,11.95,13.16667,12.53846,11.94737,11.3125,10.57143,9.384615,10.46154,8.363636,9.75,12.95833,15.95652,12.59091,13.52174,15.28,11.6,10.6087,12,14.14286,11.36842,8.235294,10.26667,7.75,9.55,11.04348,12.44,11.56522,16.19048,14.20833,16.78261,14.05,10.88889,11.8,9.1,7.714286,7.9375,8.384615,6.916667,8.363636,9.066667,7.833333,8.772727,11.35
roundabout,20,20,20,5,0,7.666667,7.153846,7.6,8.153846,8.533334,7.8125,9.307693,9,10.82353,12,10.93333,13.74074,15.66667,16.08333,17.16667,17.31034,17.52,15.53571,15.13636,15.13043,15.78261,10.86667,12.17647,12,11.54545,13.33333,7.5,7.75,6.333333,8.1,8.9,7.3,8.266666,9.384615,11.35714,11.72727,8.166667,9.076923,10.85714,8.222222,10,9.294118,10.58823,10.11765,13.21429,8.0625,9.466666,12.13333,11.14286,10.3125,10.38889,8.7,8.733334,9.875,8.823529,10.93333,10.19048,12.91667,7.181818,7.923077,9.6,8.666667,7.923077,8.823529,12.35294,10.64286,10.16667,9.8125,9.714286,11.28571,11.54545,9.333333,8.230769,9.142858,9.133333,7.8,6.565217,10.625,16.08696,14.57895,10.05882,8.352942,9.782609,11.96,14.68421,14,13.72727,12.90909,12.85,12.66667,7.333333,8.533334,8.277778,10.5,13.22727
roundabout,20,20,20,7,0,4.666667,5.272727,8.583333,8.357142,12.70588,11.33333,11.45833,13.40909,10.52381,12.13636,12.33333,11.32,13.52,14.88889,13.30435,11.19231,13.21053,12.77778,14.11765,10.625,13.65,11.17391,10.17391,10.375,13.8,16.5,15.91304,16.5,14.44828,15.33333,15.93548,16.54545,14.43478,17.16667,14.13636,10.95238,11.78947,11,10.6,13.73684,12.05556,9.176471,8.5625,7.6,7.230769,10.875,9.181818,8,11.29412,13.10526,10.94118,9.3125,10.21053,10.45,10.70588,10.6875,14.29412,13.93333,10.07143,9.266666,9.214286,7.65,10.375,11.96296,13.80769,14.30769,17.19231,12.37037,15,14.85,12.08696,13.3,13.84615,12.28571,8.285714,8.5,6.6,9.285714,11.28571,9.8125,10.8125,9.227273,10.6087,10.05882,12.3125,8.5,8.208333,11.62963,13.92,11.85714,15.3,9.615385,8.785714,10.25,7.588235
roundabout,35,20,20,1,0,5.4,9.125,7.631579,11.05556,11.76471,9.736842,12.36364,13.25,12.31579,12,11.83333,10.37037,11.95652,16.14286,13.35294,12.86667,10.41667,9.533334,7.714286,9,10.5625,10.86667,8.615385,8.277778,8.4,9.625,12.56522,10.64286,12.89286,13.56667,15.22222,11.52632,12.80645,14.8,16.92105,19.24324,20.90909,23.1875,21.82051,23.3,27.76191,22.74359,25.28572,26.23077,23.45652,21.82609,22.68182,28.75,24.02381,29.19565,29.43902,26.27778,28.54839,28.62069,29.32,26.86667,22.9697,24.21875,25.34375,19.17143,18.71875,19.5,16.19444,15.39474,16.2069,18.82353,19.41667,18.57143,20.89189,19.23529,23.3,21.73529,19.51351,21.08333,21.65789,22.66667,23.15,26,23.73809,24.825,24.41026,19.21622,20.54054,23.15,21.66667,17.72222,18.42424,21.63636,23.19444,21.55882,23.77419,22.5,23.8,18.54054,23.37838
roundabout,35,20,20,13,0,6.857143,7.090909,7.857143,9.076923,8.5625,11.53846,10.23529,8.142858,8.722222,9.681818,11.22727,9.75,13.26087,11.8,11.48,11.92,18.04348,17,16.89655,14.13793,16.03846,17.59259,15.7037,18.30769,14,12.04348,13.3913,14,12.63636,12.40909,13.75,16.13636,13.85,11.77778,9.222222,11.75,13.73913,11.2381,10.64706,10.41177,12.73684,12.33333,9.352942,12.28571,11.57895,9.041667,10.09091,13.16667,11.47059,8.952381,9.454545,9.88,11.51724,13.84615,13.3913,13.6,13.2069,13.83333,14.58333,14.88,10.78261,11.18182,15.10526,8.933333,7.8125,7.764706,9.565217,10.625,10.75,11.65385,15.08,12.96154,13.88,13.55556,10.55556,11.03226,11.58065,11.75,13.77273,14.1579,10.5,10.75,9.625,14.7,10,10.23077,12.37037,12.55556,12.8,12.81818,14.28571,16.91429,21.67647,21.27778,20.71795
roundabout,35,20,20,21,0,5.6,8.214286,8.894737,12.8125,11.5,8.461538,8.636364,12.32,16.14286,11.35294,7.277778,9.173913,10.35,10,10.23077,11.70968,14.06667,14.63636,17.84375,19.86111,19.61111,19.10811,22.25714,20.46667,20.07143,19.46154,18.03333,16.83333,18.46154,14.86207,12.59375,15.92308,15.90909,9.083333,8.225806,12.5,12.65217,13,13.07692,13.61905,14,11.31579,12,10.47619,12.3913,13.31818,11.10526,13.92308,9.5,7.047619,10.48,11.375,14.36364,14,14.77273,14.68421,13.95455,12.72727,14.45833,11.59259,13,15.80645,14.46667,14.23077,12.77419,11.53571,15.04167,17.32143,17.41379,15.18182,16.66667,16.93548,16.48571,17.75,19.31707,21.12195,23.37143,25.85294,28.70968,26.9697,23.40625,15.53846,13.7619,12.42857,12.05263,11.36,12.31034,14.59259,13.90909,14.45455,14.68966,18.22222,13.6087,14.37931,13.57692
roundabout,35,20,20,23,0,5.5,7.95,8.954545,10.9,12.43478,13.37037,14.64,14.30769,13.23333,15.10714,13.59375,14.67568,18.30556,21.59375,18.82759,20.11111,16.88461,13.27586,13.16,10.89474,14.375,11.8421,12.42857,14.2381,15.63158,11.44444,8.478261,11.13636,12.27273,14.18182,15.04762,10.33333,8.789474,10.38095,11.5,10.09091,10.53333,12.83333,14.05263,14.27778,7.473684,11.83333,12.47826,12.25,13.25,11.9,11.85714,9.25,4.7,5.545455,10.52,12.05,13.64706,11.23529,8.117647,11.55556,11.3,10.77273,11.38095,9.5,10.5,10.71429,10.21053,10.125,11.83871,15,17.6875,12.33333,9.866667,8.588235,10,10.33333,11.58333,8.761905,9.454545,10,12.90909,11.9,13.54167,12.15,10.08696,11,9.736842,12.8125,9.052631,10,10.11539,14.08333,15.90476,13.1579,7.470588,10.15,8.941176,12.2,9.809524
roundabout,35,20,20,24,0,5.909091,9.75,10.875,10.90476,12.73077,12.45,12.91667,15.40909,13.44,12.69565,15.89286,13.65517,15.78788,14.25806,12.74074,12.51852,14.45833,13.44,12.86207,15.61905,11.25,12.73077,13.71429,13.59091,13.45455,14,12.375,10.25,11.38889,11.6,8.076923,9.055555,10.35,10.05263,11.73684,10,13.05263,11.375,8.923077,13.20833,13.53846,12.04762,12.66667,14.3,14.82609,11.08333,10.51724,11.55172,16.20833,13.77778,12.21429,7.307693,10.36364,7.722222,12.33333,10.5,10.27778,11.26087,11.26087,12.09091,9.631579,8.764706,8.681818,10.625,12.56,14.22581,14.5,12.93548,13.89655,18.8,16.78572,20.88889,21.61539,17.83333,20.39286,20.90322,21.74194,20.06061,17.39394,15.17647,17.17647,15.4,16.05882,14.18182,14.36364,16,18.14815,18.06061,22.81081,26.97059,28.84848,28.45455,28.53125,21.24242,18.8125
roundabout,35,20,20,25,0,5.083333,7.722222,9.88,12.80769,14.04167,13.04,11.63158,13.6,12.16667,8.526316,9.681818,10.56522,13.61905,14.11539,15.70833,13.57143,15,17.55882,19.10811,18.51351,19.7027,20.1875,21.03448,23.2,18.09091,17.42308,14.03704,17.28,14.7619,10.76923,13.36842,12.38889,14.31579,11,9.555555,11.95,10.88889,10.8,10.57895,13.04167,14.08696,16.86957,14.7619,10.59259,14.66667,14.88461,17.6,15.46154,5.933333,8.315789,10,12.30435,13.26087,13.77273,16.19048,12.6,11.5,12.77778,10.91667,13.77273,12.85185,11,13.41667,14.85714,17.28572,16.86486,16.8,19.85714,22,18.27586,16.29032,19.75758,24,23.14815,21.2,17.34783,13.625,11.09091,13.88889,14.76923,12.89474,13.1579,13.30769,11.75,8.416667,9.777778,6.571429,9.35,12.18182,11.78261,13.75,10.33333,11.57143,12.95238,11.78261
roundabout,35,20,20,26,0,5.692307,7.625,8.043478,11.28,12.07143,13.68182,15.4,14.48148,12.28125,15.25,19.18518,19,18.27273,15.58333,14.44,12.92308,11.65385,12.03226,17.60606,18.11539,16.58333,16.15,10,7.625,11.80952,14.6,13.1,10.41177,9.857142,11.81818,10.80952,8.8125,8.111111,7.75,10.54545,11.5,13.03846,13.65385,14.57143,16.12,17.56,14.90909,17.42105,15.11111,10.93333,9.666667,8.7,7.692307,5.823529,9,10.47619,13.52632,14.58823,9.6,10.35714,8.25,9.423077,10.83333,13.36667,11.85185,11.81818,12.42105,12.35714,15.22222,14.6,15.84,17.3,13.68182,12.70833,13.30435,13.8,10.62857,14.47059,14.90909,16.31034,18.7,16.36,14.5,14.40741,12.96154,12.875,13.73077,13.59091,15.34615,16.11765,15.66667,12.8,10.53333,11.37037,11.51613,16.53846,14.53571,12.03448,15.53846,10.58621
roundabout,35,20,20,27,0,4.714286,6.454545,8.055555,8.473684,13.16667,12.69231,9.636364,7.625,9.176471,8.526316,8.56,13.16667,10.3913,10.29412,12.05556,10,13.20833,15.80952,12.42857,12.29412,9.333333,9.166667,12,10.15385,8.555555,8.631579,11.12,14.2,17.95238,15.85714,11.94444,9.526316,8,10.75,11.90625,13.22581,15.83333,16.25,15.68,14,13.40741,10.87097,14.46667,16.60606,18.21212,21.48276,20.75,12.8421,12.7619,11.23077,13.51613,16.13333,19.23077,22.27273,23.65217,12.47619,8.842105,11.31818,11.38095,12.05882,13.6875,10.86667,9.444445,11.15,9.722222,10.66667,11.6,14.46667,13.0625,10.1875,10.35294,8.789474,9.733334,8.888889,8.476191,12.42857,9.428572,10.85,9.842105,10.68182,12.6087,12.96296,14.81481,14.2,14.2069,16.86207,15.07692,13.11765,11.47368,11.88889,12.5,10.55556,7.818182,9.769231,8.5
roundabout,35,20,20,30,0,5.3,8.636364,7.818182,7.6,10.875,11.25,10,9.0625,8.375,11.1,12.95238,14.33333,10.88889,9.04,11.15385,13.58065,14.2,15.94737,14.10256,16.78378,20.78378,22.94118,25.19355,18.12903,17.47368,17.72727,22,16.13793,16.5,20.19231,19.66667,15.40625,14.64865,17.94595,20.3125,21.06667,21.38235,18.97436,24.19444,27.13514,27.2973,26,24.82857,19.80645,18.26667,15.36364,15.9,17.48276,15.93548,12.97059,17.7027,16.9375,17.78788,19,21.62963,15.58333,13.26087,13.23077,14.61539,14.96,12.03448,12.45455,14.06452,15.89286,14.43333,15.66667,14.77419,15.82353,10.74194,13.73333,13.81818,14.52,14.96154,13.77419,16.48276,13.36667,14.75862,15.24,14.07407,14.03571,13.13333,13.75,17.11111,15.10714,13.22581,14.64706,17.10345,17.66667,17.8,17.47826,15.07692,11.05556,12.59091,10.7619,11.52
roundabout,35,20,20,37,0,4.9375,9.947369,11.29412,12.04762,9.4,11.71429,10.04,11.48485,13.53125,14.57143,12.96429,15.41667,14.32,12.16,13.65385,17.44,18.04348,15,14.64286,13.57692,12.52,14.12,14.24,15,16.55882,19.48276,15.45161,17.32258,18.82353,19.15152,21.68966,20.96428,22.21875,23.25806,16.96154,19.16,17.34615,13.96552,16.62069,16.55882,17.45161,19.33333,20.7931,18.52,16.5,13.35714,12.22222,13.25,15.06667,17.95,15.43478,12.94737,11.75,8.875,8.111111,8,10.88235,7.928571,10.5625,10.21429,9.538462,12.21429,12.0625,8.444445,8.478261,10.8,13.33333,13.05,10.8421,16.35294,11.73913,9.571428,13.71429,8.75,12.21053,10.55556,8.470589,10.5,12.32,11.03704,13.21429,13.96429,15.03571,12.82143,12.33333,15.03846,16.96154,15.33333,18.23077,15.08333,16.08,15.84615,14.52381,16.80952,13.72222
roundabout,35,20,20,39,0,4.846154,7.533333,10.9375,9.176471,10.56522,11.21739,13.3,12.18182,11.58823,10.1875,12.5,9.764706,9.882353,9.210526,10.04,10.7619,10.2963,13.13043,12.27778,9.625,8.5,9.533334,11.84615,7.538462,8.294118,10,6.444445,11.3125,9.777778,8.25,10.3,10.47368,13.83333,10.2,9.466666,9.645162,12.76471,14.48571,18.84848,23.29032,23.12903,18.34286,16,21.77419,23.25,24.90625,26.58064,26.87097,28.76667,30.89655,29.69697,26.22581,23.93548,20.22581,18.76667,20.42857,18.85,11.88461,15.15385,12.90476,11.48,13.2963,15.66667,17,19.73333,16.68182,17.69231,13.45455,10.18182,10.04762,14.05556,13,9.4,8.941176,10.63636,14.14815,14.96154,15,14.2,13.07692,13.15152,15.40741,20.11111,17.7037,18.73333,16.82143,18.25,16.80769,14.61539,14.70833,15.28,15.23077,13.13793,14.32258,16.16129
roundabout,35,20,20,46,0,5.588235,9.611111,8.333333,11.27778,12,11.85714,10.94444,9.291667,14.76471,11.78571,7.533333,8.473684,9.1,9.5,12.45,13.38095,10.54167,10.2,11.15,11.18182,12.3913,15.31579,14,12.94737,14.23529,10.88235,8.764706,8.666667,11.53846,14.28571,13.30769,13.07143,17.57143,16.7037,17.63333,18.40741,15.40909,15.78947,10.3,9.407408,11.58333,14.375,15.2,12.16667,8.842105,9.25,10.82759,14.19231,15,13.4,14.72,12.4,13.42308,13.39286,16.56,17.82353,12.73333,7.285714,7.266667,9.8125,8.65,10.81481,12.96,16.27778,10.26316,9.619047,12.55,10.10714,12,17.36364,17.04167,15.03704,15.13793,15.53846,16.03704,15.05714,17.87097,19.3125,18.65625,14.65714,15.72414,14.875,15.35294,11.71429,11.8125,8.058824,9.523809,10.18182,10.72727,11.57143,11.55556,8.3125,10.85,10.70833,9.033334
roundabout,50,20,20,10,0,5.307693,8.523809,8.227273,12.54545,13.70833,11.56,12.96774,16.29412,17.2973,15.4359,15.54286,17.33333,17.76471,22.3,17.26087,14.68966,15.11111,17.15789,20.40476,23.16667,29.925,30.36585,30.23809,30.11905,30.52778,26.17143,17.38235,16.6875,17.03226,15.41667,19.78947,18.5,18.77143,22.45714,19.27778,21.425,21.32,23.44444,27.72093,29.3913,31.73809,30.94595,29.375,26.61905,24.62745,22.84,25.86957,27.11364,25.875,28.175,23.87805,24.71739,20.82609,24.9375,22.16327,19.46939,20.86539,22.73077,24.10345,24.25,25.05357,26.94545,31.07273,32.22641,31.4,33.93617,30.29412,31.63461,30.50909,37.81633,41.78049,37.58333,42.84783,44.04546,45.86956,44.5,42.15,42.58139,35.25532,38.69388,39.68182,36.95454,33.44444,32.53659,31.8,28.525,28.91111,29.57778,34.57778,36.22449,39.04255,37.88636,37.1875,41,46.75
roundabout,50,20,20,13,0,4.625,6.176471,9.913043,8.884615,9.925926,11.94444,15.02941,15.27778,14.38235,15.03125,15.05714,15.89189,18.66667,22.33333,22.64286,26,28.97826,33.30435,33.93333,33.97959,35.64583,35.17021,30.77551,35.01961,34.8913,31.84314,35.08511,30.82,30,26.06383,25.26667,25.78261,25.48889,25.6,26.35294,26.56,27.58,27.2449,30.68085,34,34.30612,36.93478,33.4898,33.27273,34.76191,31.80851,36.95454,33.7,31.14583,33.84444,32.97675,34,33.55556,32.91304,33.56818,30.4186,31.59091,31.69565,34.97778,26.95652,29.92857,28,27.21212,20.27273,19.5641,17.07692,19.6,23.1282,26.78049,24.825,25,25.43243,25.91892,27.72222,26.97143,27,28.04348,34.43903,31.04445,30.6087,35.69767,35.04651,32.30769,32.75,35.70454,34.52083,29.29412,29.97917,26.26531,25.68889,27.23404,23.36585,19.95,19.24444,20.44
roundabout,50,20,20,16,0,5.285714,8.058824,8.285714,9.695652,12.16667,10.1,11.8421,9.869565,10.82759,13.37931,15.41379,13.95455,11.41667,11.96154,12.1875,14.39394,17.41936,17.05714,16.62162,19.36842,21.66667,20.79412,21.16216,22,27.02381,29.23809,29.13158,27.94118,28.7027,31.21053,26.1,26.83784,22.54054,22.69231,23.7027,25.39474,29.11429,27.06667,26.26471,25.91667,26.23684,22,20.35135,24.26471,21.54167,16.80769,17.18518,14.96154,14.13513,14.41667,15.33333,16.97222,18.57576,17.775,19.32558,20.5122,21.15385,22.1,24.36364,28.43478,30.14286,30.83333,32.76087,34.91111,39.37209,40.825,35.81579,36.125,31.05556,25.30952,24.57895,27.28572,25.54348,25.2766,27.80488,31.8718,33.40541,35.69231,33.8,36.19512,26.80488,26.375,26.87805,28.775,28.26191,23.70732,24,21.08571,21.775,20.28205,20.175,23.37838,28.63889,26.84091,28.925
roundabout,50,20,20,17,0,4.923077,9.631579,11.66667,12.74074,12.33333,12.63636,12.9697,14.27273,15.52778,15.075,16.6,18.42857,21.4359,21.73684,20.5122,23.71428,23.86275,23.17391,21.58696,20.18605,21.97872,24.4375,25.48936,26.61364,27.25,25.91489,22.58491,21.68,24.73913,23.52174,23.7907,23.56098,22.8,24.8,28.23256,26.31818,23.35714,24.34146,24.91667,25.91489,21.30612,21.59259,27.40385,26.82353,26.53333,27.30909,30.81633,32.46809,37.89796,36.86956,41.18605,36.13889,29.75,23.25714,17.3,16.28572,16.2439,16.79487,19.55263,19.88095,23.10256,26.8718,27.775,23.26829,21.46342,24.125,26.15385,25.66667,22.35714,23.91489,25.34783,24.41304,25.41667,27.22727,30.36957,29.61702,32.15556,32.55556,32.21951,33.18605,32.10417,28.79545,24.57778,27.1282,26.83333,24.24444,28.04167,27.20408,25.17021,25.6875,28.84314,26.98077,21.90741,24.89286,28.48148
roundabout,50,20,20,18,0,3.454545,7.25,11,9.074074,9.566667,10.89655,12.86111,16.34375,17.68966,14.53125,17.2,18.55,21.44737,24.94872,26.34146,25.26829,24.55814,24.73809,27.19048,26.17391,23.77083,25.17778,23.70455,25.04348,28.6087,29.98,30.61364,29.10256,31.85,27.76744,28.26,26.31915,26.6,23.21277,23.08333,24.33962,25.89286,25.14754,28.64286,30.25455,30.77193,33.94737,30.44828,34.56364,33.03704,34.06557,38.01724,35.55,37.44231,38.90741,34.26923,32.05882,33.25532,34.41304,37.82979,43.73809,40.26829,38.45,37.2973,32.90909,24.68571,18.35294,22.59459,18.40476,18.975,22.66667,19.1087,21.41304,24.02083,23.42553,23.28889,28.82222,25.5625,25.29787,26.97674,27.2439,25.23809,28.82927,30.51111,27.25,25.41463,28.42857,29.54762,26.35556,27.27083,32.58696,31.90909,29.55814,28.04255,32.08889,29.27451,32.86792,33.79592,27.20408,35.23404
roundabout,50,20,20,20,0,4.923077,6.869565,10.72414,14.16667,14.47059,15.48485,12.1579,16.53125,18.13333,18.10714,17.90322,19.33333,21.69444,20.825,21.81395,24.67442,23.75556,23.75556,23.62791,26.57143,35.05882,29.92105,24.73333,29.725,28.58537,28.84615,22.80435,22.72,28.10417,29.36364,27.39024,24.45946,25.65789,25.59459,20.51429,19.68421,17.81081,17.7,23.025,25.48718,27.79487,26.82609,28.7234,28.85714,29.16667,25.40425,30.70213,35.06977,32.79487,28.25641,28.15789,27.25806,22.09091,20.10526,15.97778,19.31111,23.41463,25.67568,23.6875,23.61765,20.625,23.3871,21.58064,18.25714,17.55556,22.5625,23.64865,27.29412,25.02564,20.78947,24.73809,24.6,24.58,29.93023,32.69444,25,26.39474,23.44444,23.7027,21.65789,21.28947,21.73171,24.2439,27.92857,29.61539,31.725,27.86842,26.86486,27.35294,29.33333,29.4375,29.81132,32.74468,38.09524,40.29268
roundabout,50,20,20,21,0,7.125,6.705883,7.263158,9.590909,11.4,11.43333,15.97297,16.32353,17.70732,20.36539,26.22449,31.65306,36.64103,37.52381,32.17143,28.30303,20.44828,16.73913,13.22727,13.7037,14.07407,16.22581,12.57576,16.05556,18.6129,19.58064,21.48485,21.23256,17.15217,19.35849,23.66038,25.7963,31.68627,32.95918,32.29787,31.12766,31.63265,35.70213,34.30435,34.28261,33.34615,34.28889,33.04878,33.675,28.46342,30.325,35.21053,25.93182,23.89583,27.04545,28.60465,28.97826,32.975,35.26667,34.17073,33.625,35.45,34.24445,40.62791,32.73171,37.33333,40.7561,43.02439,38.84444,33.48649,28.79487,25.15556,25.30233,27.97727,27.975,27.58537,29.07143,27.43396,31.59575,32.51064,36.04878,42.5,40.13889,30.79487,26.39535,25.21951,22.57143,21.52632,20.71111,25.23077,24.475,24,26.76923,28.10256,29.60526,31.75,29.78947,31.7027,25.17143,32.40625
roundabout,50,20,20,27,0,5.583333,6.133333,8.476191,8.785714,11.57143,13.7037,12.39394,15.17647,14.67647,14.82927,18.45,19.04878,21.61225,22.91837,27.19565,28.83333,31.625,32.61702,35.8,42.57778,41.70833,39.7234,45.34884,46.14634,49.30556,34.63889,29.97674,27.85714,29.48837,25.72727,25.57778,26.47917,30.91837,28.16667,31.02326,31.89744,28.65854,26.02564,26.35484,20.51852,19.14815,17.56,11.33333,12.18519,13.34483,13,13.20588,15.525,17.42222,21.63415,23.56522,28.59091,29.97727,33.41861,27.92308,32.2,30.61905,29.16667,29.81633,34.55814,38.02325,43.19512,41.40476,40.30769,38.4375,30.84211,27.23684,20.82857,18.94444,19.38235,17,18.2973,20.27778,21.7027,27.57143,26.39474,26.52632,24.71053,25.75,24.17073,25.35,27.275,25.95122,22.40476,27.9,28.75,24.91429,24.82759,20.48571,20.05128,19.73333,20.91304,23.0625,26.13333,29.13333
roundabout,50,20,20,34,0,6.222222,8.230769,9.666667,8.315789,9.214286,12.68,12.96,15.04,13.73913,10.36842,12.70833,11.36,11.12,14.38461,12.4,12.3125,16.73333,19.69231,17.57576,19,20,22.11111,23.47917,25.08889,25.59091,28.20833,30.19512,29.71111,33.60526,32.225,30.52273,29.13636,32.85366,31.69048,34.5122,29.17949,27.20513,32.25,31,27.175,26.36364,25.05405,25.63636,27.80435,29.9375,31.84091,31.93182,27.80769,30.34783,35.28571,36.5,34.69444,30.96875,32.97143,31.21622,28.96552,27.82609,23.16667,24.13158,21.4878,20.12195,23.34091,25.69767,25.15556,27.5814,32.7561,35.23077,38.26829,30.79167,29.22222,31.87037,35.75472,36.06123,42.1087,40.7907,41.64286,41.06977,40.97561,44.02439,36.34783,33.87234,37.63044,30.66667,30.42222,31.04651,28.1,23.25,23.07143,24.16667,24.5,22.775,26.82927,27.22222,30.38636,34.9
roundabout,50,20,20,35,0,4.75,8,10.36842,11.3125,8.333333,9,8.769231,7.45,9.941176,8.428572,9.823529,9.277778,9.952381,11.5,14.5,13.32,13.72727,10.52632,9.565217,10.48276,14.20833,11.57143,12.42857,15.68571,17,16.35484,15.27778,14.36842,16.63158,18.81818,20.88372,23.70213,26.15556,27.63265,30.27083,32.07692,33.6,41.09524,37.2439,39.78049,37.525,26.875,28.73171,35.26316,31.02381,26.8718,23.53846,22.91892,23.63158,19.38461,19.77778,23.39583,27.02273,28.81818,28.57778,34.94872,36.15,35.73809,38.07143,34.27027,29.79487,26.59524,26.51282,25.91667,30.40909,33.21429,33.04762,29.13158,29.78572,27.26829,26.87234,26.80851,28.24,26.73077,27.88,31.92,31.9375,32.41509,34.76923,38.09434,40.14,39.34,38.86956,45.21951,46.65,38.97675,45.02439,40.1875,37.04546,40.86956,38.5625,34.80435,31.36364,21.42857,24.62791
roundabout,50,20,20,48,0,4.909091,7.952381,10,14.95238,13.72,14.26923,17.18182,16.48148,15.83333,17.75862,17.03448,16.73077,15.64286,14.75676,17.08108,18.17778,21.4359,22.625,22.37209,22.32558,23.54762,30.59459,27.02439,25.54348,24.51163,23.26829,24.07143,20.83721,23.44681,24.6383,23.26191,25.76923,24.7561,22.81081,24.66667,22.22222,17.60606,13.79412,15.57576,17.47222,15.53333,16.3871,16.48571,16.52941,16.51613,19.41379,18.55556,16.8,20.82051,20.78572,22.3,17.73333,14.87097,17.77419,18.9375,16.38889,17.9,15.21875,15.45,16.78378,18.94595,20.47222,19.07317,22.02326,23.66667,24.14583,25.02,28.48936,29.75,29.35417,25.27778,27.53192,28.09091,26.62791,23.60526,19.31707,21.70732,20.70455,20.84783,24.38775,26.60417,31.02083,31.19512,36.61538,35.16216,33.25806,30.68571,26.88889,20.375,18.84615,20.57143,22.53488,25.83333,23,25.77143
roundabout,50,20,20,5,0,4.85,9.08,13.66667,12.61539,13.5,16.83333,18.41379,19.6129,19.72222,18.78049,16.39535,19.43478,22.65217,24.77778,24.95833,28.13333,26.64286,28.57143,26.19512,23.14634,22.95555,22.91111,23.97674,24.04445,24.19149,28.3617,30.79545,35.9,35.48718,35.37778,33.26667,37.575,47.82353,41.16667,34.06061,29,24.125,22.35897,24.8718,25.76316,25.92105,28.275,25.53192,26,25.51351,20.8,19.93333,20.16667,16.12121,16.89286,19.25926,16.25,14.07143,15.76667,13.55882,18.51613,16.81482,14.7,16.33333,16.35484,17.3125,20.2069,22.15385,16.22222,14,10.3913,10.57692,11.22581,15.08571,16.48571,18.85366,17.97619,18.29268,20.39535,21.4359,21.17949,23.81579,23.25,25.28889,27.71739,33.06522,35.10638,34.30435,41.71053,43.27027,32.95238,32.33333,35.79592,34.7551,35.48936,38.20408,38.58823,39.82927,33.88095,33.27907
roundabout,50,20,20,9,0,5.5,6.153846,8.526316,8.666667,10.5,13.86667,16.03226,15.12195,15.30952,19.15686,22.32,25.63265,25.7451,30.26531,29.13208,36.02273,37.5,37.58823,40.66667,48.42553,52.55,40.575,40.58974,35.52273,29.82222,29.65116,27.4878,24.42105,26.81579,27.31707,27.51351,24.55,26.46512,30.21951,31.54545,31.70213,31.13953,28.13043,30.56522,27.47727,26.55,21.85714,20.5,22.56818,23.89583,32.22727,33.95238,34.75555,36.34884,38.19048,40.57895,38.46511,37,32.12195,28.95238,22.225,22.73809,21.15909,22.5625,22.46939,26.26667,27.22727,30.40425,30.33333,29.83333,29.07317,29.02041,27.90909,29.70588,28.66667,31.04445,26.2,23.59091,21.56522,21.28261,27.075,27.65,29.13636,32.90909,37.97675,36.82609,37.25581,36.28889,34.91667,40.45454,39.66667,38.8125,35.53333,28.02703,29.35294,28.8718,25.65854,24.95122,24.71428,24.53658
roundaboutquickright,20,20,20,11,0,8.2,4.222222,7.6,11.05,13.05882,8.384615,12.36364,7,6,7.9,8.545455,10.15385,12.09091,7.384615,8.692307,8,10.61539,10.71429,9.866667,10.3125,8.625,10.11111,11.88235,10.3125,9.75,8.230769,10,6.2,6.625,7.882353,10,12.36842,13.10526,17.05263,14.18182,10.94118,10.38461,7.55,8.142858,9.944445,8.6,7.714286,9,11.80952,11.77778,8.2,12.15385,12.85714,13.5,9.416667,7,9.25,10.53846,11,8.285714,5.285714,9.777778,5.454545,8.705882,10.2,10,9.684211,9.230769,14.47059,15.38461,9.916667,9.25,7.2,10.41667,8.947369,9.666667,11.25,8.722222,11.625,11.33333,8.6875,10.66667,10.53846,8.6875,7.941176,12.34783,13.46667,8.588235,9.214286,11.22222,4.875,9.789474,12.68421,14.30769,6.65,9.086957,9.478261,12.25,12.57143,9.142858
