intersection,run,north,east,south,west,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950
roundabout,24,56,56,56,56,0,5.047619,8.15625,10.17391,12.68627,14.38333,16.09091,19.87356,22.24211,24.16667,26.63793,28.47656,30.18621,34.20667,35.37654,39.7485,42.84524,45.69061,47.96825,50.34694,51.37619,53.91743,55.66228,57.55416,59.8,61.85714,66.09811,67.42754,69.05518,71.12838,73.19032,75.49231,78.89552,81.01441,84.91428,87.4902,88.23562,90.32345,92.48959,94.07538,97.4902,101.9133,103.6706,106.8879,109.4005,113.0933,114.743,116.7584,119.5878,123.0198,127.1465,129.9866,132.5989,136.3078,140.3882,142.2373,145.3819,148.2513,150.8829,153.7796,157.3804,160.8871,165.0837,169.9816,171.8438,174.1859,177.2023,180.3683,183.525,184.922,189.5565,192.3688,195.1811,199.3329,201.0191,205.1274,207.0285,209.5419,212.3613,215.1015,218.7384,221.6267,226.5925,229.0459,231.9956,234.6874,237.8737,243.7697,248.2952,251.9539,257.0125,259.9474,262.7858,266.3809,269.2651,272.3275
roundabout,25,58,58,58,58,0,5.214286,8,11.74545,13.10769,16.09589,17.65517,21.53192,24.20952,27.39316,28.89313,31.92308,33.68831,36.91975,39.27011,41.3617,42.82353,46.81517,50.21363,51.34322,53.66129,56.94942,59.59851,61.88968,64.55973,66.85761,69.10476,71.64545,74.15029,76.42017,79.22493,82.18394,85.50505,89.25917,92.78043,96.64387,99.85517,101.9667,105.6334,108.7842,113.4491,116.5607,119.2874,121.7722,126.2447,128.6636,131.3461,135.7639,136.7229,139.8082,141.9536,145.0784,146.5415,148.8732,152.0853,156.4544,161.0225,164.7529,167.6729,169.9663,173.8129,176.7242,177.887,182.0777,185.29,188.4242,192.0038,196.717,200.98,203.0442,206.8426,209.6659,212.237,217.0292,219.5611,222.6678,226.4567,230.5897,232.7763,234.9588,237.537,240.8894,243.6438,246.0135,249.2873,253.2805,255.9044,260.013,263.006,264.7647,268.0379,270.9923,274.1667,276.3706,279.1649,282.1373
roundabout,26,60,60,60,60,0,4.714286,7.477273,10.66102,13.43478,17.26582,17.47826,20.85294,24.28182,26.28926,30.09091,31.97842,33.68919,34.34568,37.24713,39.54594,41.7268,44.71498,47.6682,49.40693,50.90947,53.43191,55.66045,59.71739,61.61017,65.85574,68.99683,72.54408,74.89535,77.60564,81.06539,83.81937,86.65317,89.31683,90.84834,93.8399,96.675,98.81678,102.5108,106.6105,111.2188,113.7221,118.1749,120.8549,123.9692,127.257,130.9666,133.1953,137.0738,140.066,143.2347,147.1181,148.8501,151.3215,156.3965,156.6662,160.4443,162.8882,165.4499,169.4425,172.3442,176.7318,180.1737,181.0335,183.697,185.9109,191.3091,193.317,196.7386,199.1642,202.9844,206.1755,209.1407,211.9296,216.8596,220.9577,224.6528,227.5092,230.1529,232.9432,235.7334,239.6663,243.0031,247.3172,250.1491,252.2684,255.1594,259.553,264.2956,268.9991,270.9178,272.2289,277.2118,281.8484,284.9412,287.6189
traffic-lights,1,10,10,10,10,0,5.8,9.857142,12,15.1,19.23077,19,10.18182,16.09091,17.64706,21.18182,24.47826,20.78572,18.66667,27.14286,35,33.28571,18,11.6,12.22222,19.55556,11.55556,10,16.66667,19.58333,20.66667,20.05556,15.23077,20.9,23.46154,28.6,22.1875,14.81818,18.3,21.07143,31,35.90909,10.11111,13.21429,22.85714,28.5,25.82353,15.14286,18.25,19.76471,24.55,26.73684,24.81818,19.7,20.21428,28.33333,24.5,13.77778,17.75,19.27273,22.21428,21.53846,16.1,22.27273,23.26667,30.25,22.66667,20.38095,17.33333,28.69231,32.1875,25.5,18,18.44444,24,34,21.2,7.571429,9.928572,14.42105,24.06667,24.69231,16.09091,14.33333,16,21.8,26.36842,19.6,18.54545,18.05263,25.9,23.55556,22.18182,16.81818,21.83333,28.76923,18.61539,13.6,16.57143,20.72222,28.63158
traffic-lights,2,12,12,12,12,0,5,9,13.21429,21.73333,28.35294,26.66667,11.25,11.33333,16.41667,22.42857,13.9375,14.8,19.91667,30.45455,27.35294,21.28572,17.42105,23.38889,30.36842,36,34.63158,17.47059,15.82353,22.85714,24.21053,22.73333,15.14286,20.23529,25.68421,30.08696,21.95238,16.26667,21.84615,31.23077,29,28.72222,15.84615,17.54545,19.8125,23.2,19.48,20.71428,22,25.13043,29.57143,31.15152,31.18518,31.85714,35.5,33,25.52381,16.47059,19.41176,23.80952,30.17391,32.22222,15.58333,18.22222,21.41667,26.53333,19.26667,13,20.36364,27,24.78947,16.76471,18.1,23.08333,20.68421,26.47826,29.09524,19.17647,24.23077,21.30435,28.4,23.03704,21.13636,20.22222,25.82353,32.76471,32.27778,17.1875,22.84615,27.6,31.36842,30.47059,28.625,21.8,22.26667,27.52941,25.8,10.25,17.45455,26,27.86667
traffic-lights,3,14,14,14,14,0,5.25,8.375,16.28572,17.09091,17.11111,16.14286,13.57143,18.77778,24.57895,30.95455,31.07692,24.22222,17.77778,24.78947,27.04,26.4375,22.54167,17.16,17.55,23.33333,26.59091,22.46667,17.125,11.625,16.10526,17.15385,19.90909,17.14286,22.86957,29.15385,30.53125,29.93333,22.55,24.55556,35,33.15,23.07692,11,17.61539,28.54545,25.64286,10.38461,15.4,23.71428,25.94444,26.18182,13.54545,14.71429,18.68966,26.68966,30.9,23.25,16.69231,22.08333,27.19231,27.3,27.77273,26.23529,24.35714,24.63158,22.1,17,21.07143,23.15789,27.47826,32.7037,31.76,23.19048,22.05882,24.14286,21.66667,13.78947,20.65,26.13043,27.6129,30.34286,30.71428,36.93103,34.25,28.65217,22.33333,21.47059,17.26667,22.10526,27.80952,27.25,25.77778,19.31818,24.76191,31.34783,30.89286,30.54545,19.25,24,30.66667
traffic-lights,4,16,16,16,16,0,2,5.8,5.666667,7.9,12.8125,16.64286,15.72222,18.12,25.64,27.36364,29.14286,24.95238,26.09524,26.52174,31.48148,23.3,26.93103,20.59091,26.19231,29.48485,25.32143,19.54167,22,26.11111,28.8,24.58621,18.65217,22,29.76,30.76471,30.64286,18.81818,23.33333,24.52,23.96428,14.13636,21.70588,22.52632,29.5,32.76,20.23529,16.69231,18.2,22.77778,26.30435,20.57895,15.3,19.47368,23.08333,25.78125,26.86207,26.52174,23.75,26.54167,33.375,27.95455,22.28572,23.61111,22.47059,24.13636,22.61111,21.46667,19.8125,24.68421,25,21.4,21.35,26.70588,25.72,30.4,21.92857,22.15789,25.5,29.71428,31.33333,18.84211,14.1875,22.66667,22,25.70833,21.30435,24.78947,20.58333,20.38889,20.93103,21.10714,21.46428,25.26923,25.34615,28.35294,28.79412,32.86666,28.72,27.77778,30.03448
traffic-lights,5,18,18,18,18,0,4.428571,7.6,13.76923,16.90476,23,24.06452,23.84615,21.07143,28.37037,25.2963,22.93548,22.96154,21.6,25.61905,26.96154,29.12,27.7,15,18.65217,23.96296,23.86207,24.6087,25.94737,21.5,23.75,18.78572,23.95652,20.9375,26,26.65217,22.24,18.91304,19.23809,25.3913,29.85185,31.0625,24.54167,22.1875,21.45,21.3,22.03704,18.91304,24.72222,30.57143,38.31818,34.375,25.05556,17.86364,17.6087,19.92308,21.2069,19.48,21.0625,19.88461,26.96428,27.35294,24.2069,22.85185,26,28.96296,28.25806,21.41667,21.1,21,26.31818,27.7,31.8,18.92308,18.52381,24,24.38461,25.90476,17.54545,25.08696,29.17857,24.84211,26.80645,25.24138,28.96552,33.46429,31.97143,21.31034,23.8,27.59091,31.64,32.41379,32,15,20.8125,26.94444,19.84615,16.14286,17,21.26667,26.68571
traffic-lights,6,20,20,20,20,0,4.833333,10.4,17.11765,19.66667,24.7037,23.96774,17.24,13.40741,17.9,22.48276,24.63333,22.69565,21,23.68182,26.44444,23.74286,23.75,26.61539,23.95833,24.61765,23.14286,23.30233,29.73171,31.67568,27.88571,26.42105,25.48571,29.81818,20.46428,23.37838,25.97297,25.48718,30.18421,24.19512,28.175,28.1282,29.19444,26.5,31.23333,25.57576,25.13514,22,21.96875,24.09678,30.28572,26.87097,22.86207,19.06452,19.53125,20.03226,25.03333,22,21.56,26.52174,27.5,29.075,26.75758,30.93333,23.14286,23.33333,24.35294,20.29032,19.65385,19.51852,24.4,23.13158,26.05263,25.3,24.08333,25.10811,23.78572,21.45455,22.91892,25.14706,29.94872,29.71428,27.36842,24.02778,30.09375,33.375,30.26923,19.8,24.55556,21.18182,24.14815,20.63889,24.64865,24.78947,22.11905,25.80952,29.88636,27.09524,29.82051,31.28205,30.61539
traffic-lights,7,22,22,22,22,0,5.083333,8.111111,13.14286,18.48,22.25,23.63415,26.12195,28.5122,30.31429,30.96552,30.56667,19.38461,19.90909,17.24,19.88571,23.73684,24.70588,24.08824,30.55556,27.02857,26.24324,25.5,25.55556,27.71428,27.39394,27.64103,26.60606,27.41379,24.95652,25.125,25.1875,23.61539,17.52,19.85294,25.60526,26.27907,24.71795,23.13514,29.36111,26.375,27.22,31,34.55814,37.52381,35.02778,32.21951,28.22581,29.07692,24.71428,25.32258,26.54054,23.66667,27.09091,26.16129,24.23684,25.76923,24.05714,27.96667,22.9697,23.61905,27.1087,25.20513,29.53125,29.90625,31.57143,28.26087,26.07143,31.02326,31.72727,26.82927,27.78572,28.78572,33.65116,33.225,31.82051,27.23684,26.90909,21.91667,21.7027,25.82051,26.95349,22.4,22.87097,22.71875,27.11111,23.84091,23.3617,28.44681,31.90698,27.45238,26.40909,23.525,28.33333,28.7027,27.5
traffic-lights,8,24,24,24,24,0,4.857143,8.375,11.53846,12.82609,16.76667,21.52941,23.3871,19.66667,25.26471,26.35294,23.34146,22.97059,22.88235,23.76667,26.48718,25.22917,23.40476,24.22727,29.08108,26.73171,26.22727,25.78947,25.925,24.89474,25.97561,28.69767,22.15909,25.89474,23.97143,23.70968,24.05128,21.21053,26.13889,25.2,28.11111,25.4186,21.34211,22.33333,21.80556,25.64103,25.71111,26.80952,28.23529,27.77778,27.46512,31.84444,32.71429,33.57895,30.6,26.64706,27.66667,21.39394,22.46428,23.86207,24.37838,28.92105,27.51351,33.13514,32.12121,27.54839,22.65854,21.4,17.95349,21.11364,24.85185,29.2,32.17188,33.55224,41.19048,36.1017,30.88461,28.4,28.48148,34.09259,35,33.15789,29.18919,37.17647,28.15152,24.67647,24.54054,23.86842,26.22222,25.94444,27.11905,28.81633,25.83928,30.34694,27.875,28.88889,30.6383,26.84444,27.69565,29.23404,26.59524
traffic-lights,9,26,26,26,26,0,4.769231,8.863636,14.32,22.11539,24.57143,27.35714,26.39024,29.84615,23.55263,24.7027,26.55263,26.06061,23,22.15152,27.26316,25.56818,24.71739,22.42857,29.02273,27.08333,26.77049,27.66667,33.18367,38.23913,31.20513,25.44737,21.90244,22.36842,21.25581,24.56818,27.72727,24.28947,23.48718,25.89744,27.825,29.54545,28.9,27.225,30.38095,29.69444,28.66667,26.35135,22.72973,22.575,25.025,25.34091,22.92857,27.19512,30.36585,26.42857,27.44444,27.21951,29.7907,30.92683,25.78378,19.68293,22.21053,23.2973,28.63889,32.69048,33.23404,29.73333,33.21429,34.13158,23.89744,22.95555,21.51163,24.17391,29.61702,28.38095,24.64444,24.67391,26.5,25.77083,24.95918,29.16327,30.73684,30.12195,32.25641,26.84211,23.625,25.38,29.44231,35.46429,29.25,27.65909,24.42222,30.2439,27.02703,31.41936,27.51613,20.51515,21.94118,19.34375,24.39474
traffic-lights,10,28,28,28,28,0,3,7.375,12.18182,16.72414,20.09678,21.51351,18,20.58333,22.66667,26.19444,27.43182,22.56818,27.54762,26.12766,28.73333,27.98113,27.92727,29.73214,39.16981,29.7,25.55556,22.625,26,32.95555,29.55814,30.62222,26.70455,29.29545,26.88095,26.5,28.78723,23.68,23.80769,31.12245,28.13043,27.05882,24.25,26.88889,33.5,29.72222,27.88372,25.73809,24.76191,31.07692,23.80556,23.46512,22.47619,27.44444,27.91667,25.08333,27.58182,26.91379,28.75862,35.05,30.68966,30.57143,26.16364,25.27451,29.37736,30.87234,34.47727,28.68421,25.46342,27.71428,26.1,23.80952,23.90476,24.5,23.57143,29.5,29.6,27.12766,28.44,32.67347,25.13461,26,28.65306,28.8125,32.12195,30.73809,29.84444,30.47727,35.15,29.23913,29.82927,28.26191,23.18421,25.63415,19.34694,22.58491,25.81034,23.81667,27.10714,30.65517,28.11667
traffic-lights,11,30,30,30,30,0,4.5,9.384615,10.18182,14.51613,17.775,21.15909,20.91111,25.26531,24.52941,26.84783,26.92453,25.92593,28.74,34.09804,29.76,26.32653,24.93878,27.3913,31.05769,29.12281,25.33333,24.32787,26.16176,32.19118,31.38571,32.63492,30.31818,33.66667,39.17544,32.49123,28.05357,24.17857,24.67924,28.27273,30.2,31.71667,30.74138,30.03226,33.39063,31,26.4,24.78125,27.90769,33.8209,35.67188,34.12281,28.74576,28.26984,31.5,30.12698,27.12308,27.92754,31.61765,37.78125,37.1746,29.67857,26.74138,27.96491,33.03226,33.13115,33,30.96227,30.46296,36.05769,27.8,24.8,20.05556,24.45614,28.81967,31.70909,29.70909,29.05357,30.15254,31.26984,29.57813,26.63636,26.65385,26.98039,33.44231,33.82,34.35294,28.92593,29.66038,36.3,27.42,26.84,23.22034,26.82759,33.84746,29.7541,28.81132,26.68518,24.7451,26.61539,23.24
traffic-lights,12,32,32,32,32,0,5.846154,7.111111,11.25,13.28125,17.73809,18.88235,20.27778,20.73333,27,28.64407,30,27.12121,29.51613,34.25397,31.94203,29.84848,28.42857,29.24615,33.95454,32.90909,24.69697,24.44928,27.58209,32.28986,30.53623,30.44444,29.25373,29.12676,36.78261,36.46377,30.31343,27.32394,27.25974,34.09589,32.80556,30.47222,29.6338,32.79412,36.16901,34.96,35.41429,33.75806,33.45313,33.45714,28.51471,31,32.92424,36.65672,42.10448,40.66667,38.85294,33.12857,35.81944,34.8116,30.32895,29.5641,30.96053,33.08235,36.8427,37.84783,35.68235,33.6506,32.03489,34.47126,38.57647,35.73809,33.93976,36.10126,35.78049,38.87654,37.61039,35.73418,36.02667,37.24,36.47297,33.35385,31.31818,31.67143,32.38961,33.55263,31.25926,29.65476,33.38272,36.21839,36.83908,36.2625,33.28049,35.25926,38.18987,37.97619,35.85185,33.73809,35.85057,38.2967,38.71134
traffic-lights,13,34,34,34,34,0,5.25,7.857143,12.66667,17.08108,20.42553,25.90385,25.56604,24.33898,29.95082,28.95082,25.7069,26.26154,28.66176,34.25714,30.24324,29.17143,28.14286,31.68421,34.3,35.79487,30.31507,30.6962,30.39759,33.67416,34.84536,31.02222,30.6087,32.94382,36.68182,37.20225,38.60257,37.2375,35.71429,39.19512,38.14286,32.58228,27.55294,28.1573,32.65957,33.95876,32.09783,32.83333,36.59596,39.23529,41.49,41.18681,41.46591,42.67416,45.76667,44.58242,38.05618,37.2809,38.91861,42.22353,42.78571,38.58823,36.86047,38.46154,42.54348,39.05051,35.52083,34.3913,34.80435,39.22472,40.8,39.04348,37.71739,38.02105,44.06316,43.73404,39.10345,38.24445,41.50526,46.03093,46.68628,42.61053,44.13953,45.5625,44.96552,47.06742,41.05952,38.1,40.5375,47.7125,43.5,42.85526,39.95946,37.78571,38.84286,33.86486,30.77778,34.4,36.21053,41.60274,39.6
traffic-lights,14,36,36,36,36,0,5.333333,9,13.2,17.59459,23.78572,24.88679,21.39655,24.58491,27.78572,27.35593,29.27143,29.19444,31,36.90909,35.35443,28.94667,25.87342,27.075,30.06897,33.08434,31.47059,32.05882,33.5,37.03158,38.7234,34.07609,31.76596,33.10784,36.20176,40.29824,40.1619,39.72222,39.19048,42.10476,45.06796,44.51515,45.44444,45.74528,48.33929,47.5,45.30088,41,41.28205,43.80992,45.54918,41.62069,41.648,44.16031,49.51181,51.4031,47.40164,48.38136,46.85156,51.49194,52.47581,49,49.62295,52.85841,55.12605,57.56667,54.50451,49.49557,50.90517,48.76923,46.5339,42.16129,45.512,45.45161,47.65892,50.35484,51.37097,51.31746,53.32061,55.17692,53.77778,49.82677,48.17293,47.82576,50.39007,52,52.43182,53.49606,52.4,54.27692,53.19549,52.20741,51.56165,55.46259,58.58621,59.69128,56.50676,58.98684,60.74051,62.65031,62.09756
traffic-lights,15,38,38,38,38,0,3.928571,8.541667,12,17.35714,22.4902,24.27536,26.61842,27.22785,34.33333,31.12048,28.76744,28.15306,31.31959,36.4433,38.67677,36.42268,36.7,37.48958,39.28,39.09524,35.88991,36.6937,38.95833,43.4661,44.048,41.275,39.93651,40.1496,43.51538,46.48462,45.90769,44.17986,44.07194,47.63014,49.97297,50.12143,49.86986,52.01389,54.97222,55.45517,53.71642,51.9635,53.0073,56.02143,57.57554,56.8042,54.78169,55.31724,56.50336,56.72,55.06207,53.73203,56.61875,58.60714,59.14368,56.0339,54.88764,56.12707,59.31319,60.15054,57.60215,59.06736,60.38,65.225,68.22277,67.01515,67.69192,69.10891,73.66177,73.58491,71.58454,73.04902,75.67606,79.65596,82.89909,81.64929,80.76389,80.99111,82.06551,84.55604,84.62666,85.91032,87.03478,89.66079,90.91026,89.56956,91.60169,93.11915,96.41525,96.52892,94.19915,96.8547,97.37553,96.5984,97.18359
traffic-lights,16,40,40,40,40,0,5.5,9.230769,12.76923,18.83721,21.83928,26.0303,25.90667,27.75325,32.18293,29.57143,28.45238,30.2069,30.04301,33.09184,32.73333,31.84112,33.91964,36.21552,39.73109,41.25,40.5082,41.08661,42.95313,46.80159,46.82443,44.53489,48.07143,49.80315,52.39844,50.39259,47.91935,45.03306,45.1496,49.10687,51,48.79259,46.74101,49.04196,50.36735,50.78146,49.06207,48.70667,50.44025,53.96178,56.30189,52.57051,51.09375,51.68903,54.61111,55.73619,55.50595,54.0226,57.26923,59.24868,60.89247,61.13889,61.83051,60.48,63.27841,62.62162,65.38587,65.18948,67.78125,70.0829,69.59799,68.85263,68.10526,68.29533,71.91237,71.87,71,72.39801,73.65072,73.87215,73.75893,72.01345,75.31111,77.12766,79.9874,80.59167,81.14043,81.0625,83.23967,82.61848,85.096,87.50414,88.37551,88.51793,91.5,93.33992,94.48016,96.60938,98.28346,97.7318,97.33086
traffic-lights,17,42,42,42,42,0,4.947369,9.269231,13.08823,16.2766,20.1,23.20588,23.39189,23.64706,26.4,28.41667,28.72043,30.86598,33.87255,36.81,36.72641,35.37736,34.14545,36.23214,38.89655,39.83193,38.32232,37.875,40.45238,43.70313,45.20149,42.34559,42.73793,42.99342,43.64634,46.53988,45.67702,46.78313,48.94643,51.71591,52.45946,51.49456,52.44503,54.65686,56.9372,59.16346,58.61576,61.10101,63.80582,66.67757,70.00935,67.74056,65.23611,68.30769,69.48444,73.13902,73.34081,74.14655,75.05809,80.08334,80.8843,80.10656,80.14919,81.99602,81.73745,85.06201,83.75378,83.40075,86,87.86268,88.68041,89.89655,91.15646,95.63423,98.71237,99.28525,100.2933,100.1623,102.3269,106.6602,109.9742,110.8205,112.4577,114.2888,116.7164,117.6928,117.7217,119.4611,118.6676,120.7514,121.3939,122.7123,124.3834,123.8421,126.6247,129.5969,129.5052,128.8051,130.8762,132.7789,133.7167
traffic-lights,18,44,44,44,44,0,5.5,8.1,12.08511,17.35088,22.06452,25.67568,26.82278,26.17241,29.62105,30.81,27.51429,27.75,29.53509,32.6748,34.62687,35.04412,36.06944,39.25333,42.32051,43.65031,44.6375,45.26667,47.72254,52.17816,55,52.54945,51.6117,55.04124,55.31707,57.50962,56.98585,60.27064,62.50655,67.375,68.38095,67.425,67.51867,69.804,74.62205,75.56538,76.35798,80.35135,83.3434,85.52174,87.44839,87.10175,87.27972,88.90476,93.57285,97.01634,96.43935,99.33226,101.8471,106.5969,109.2416,108.9033,110.3333,111.0029,113.5029,115.6134,115.8159,116.7717,121.4677,124.6412,128.1628,132.5584,132.5623,136.8889,140.4245,144.6986,148.1744,151.6681,155.7113,159.3885,160.645,163.0136,166.6667,169.898,173.9281,178.2787,182.3761,187.7155,193.069,198.4028,201.5985,207.8914,211.4242,215.3408,218.4484,223.3811,228.9219,232.687,235.3882,239.3305,243.3283
traffic-lights,19,46,46,46,46,0,4.647059,8.413794,12.92308,17.02174,20.55556,22.94118,20.91358,21.86517,27.64516,29.5,29.84043,30.73737,31.78641,34.49123,35.16129,33.82258,35.46511,37.84783,41.87857,43.92466,41.89655,42.00671,44.0641,45.4,48.11043,49.07602,50.90395,52.36702,56.3057,59.87831,57.46701,58.9561,62.70616,63.98611,64.85714,62.58559,61.99561,65.53219,67.73967,70.24899,70.82258,70.76538,73.72076,76.6963,78.48175,79.4927,80.50542,81.90176,84.88581,85.60927,88.11803,88.55949,89.31464,92.47256,94.55952,96.36747,98.73669,101.9501,106.1805,106.795,108.1704,112.1717,115.4081,116.9892,120.0373,119.3627,121.2047,122.4768,124.2045,125.1744,125.3941,127.9319,128.0286,130.7264,133.5768,134.3784,136.5586,137.6127,140.5797,142.3766,142.7655,143.6203,144.8763,147.0102,149.5232,150.1546,150.8653,152.8605,155.9059,159.0076,161.7771,165.619,168.1061,171.4741,174.0842
traffic-lights,20,48,48,48,48,0,4.533333,8.21875,12.95833,19.48077,22.77049,23.48148,24.31818,25.67742,29.93939,31.49524,29.88235,31.19608,31.17431,34.48246,36.00834,35.25397,35.8855,38.88406,43.16312,44.38667,43.70199,43.45098,46.05,48.0303,48.14451,49.33918,51.75141,54.16022,56.20213,57.35859,55.17085,55.23077,57.71296,59.34052,61.02941,59.69008,60.81781,62.35606,66.36163,69.63309,70.32616,72.14584,75.21034,79.4744,81.68667,83.62162,85.16502,87.54166,90.49521,93.93671,94.95385,95.45104,98.66763,101.6229,103.7033,103.8736,106.6213,111.6868,116.1035,120.0997,118.7062,119.13,118.1719,120.1458,123.2436,126.2657,128.5198,130.101,130.7031,132.7245,133.1442,136.0616,138.304,139.9758,141.6573,142.0708,144.7637,145.5764,147.927,152.0946,152.3797,151.6835,155.0994,156.1357,158.6636,159.1971,159.9267,161.6554,166.2797,167.7323,170.1913,174.1409,174.9763,179.5621,182.3118
traffic-lights,21,50,50,50,50,0,4.7,8.038462,11.40541,15.95652,20.63158,21.75,23.3908,26.48387,29.76699,30.46018,31.27027,32.57143,32.89381,33.92683,34.28571,35.24461,38.64789,40.53595,45.03125,46.37791,45.32954,44.7967,46.785,50.69903,54.25472,53.43458,54.98148,58.07727,61.28761,63.15948,63.02092,65.11905,67.62453,70.21691,72.59286,70.67709,72.39116,74.72222,80.38235,81.68536,81.22769,82.68155,85.88338,89.29546,92.38483,93.63943,95.43597,98.24129,101.8974,105.1877,105.0481,107.8897,109.8993,110.8173,113.9765,114.6729,117.016,120.3544,122.7753,125.9048,127.9352,130.3983,133.229,135.7474,137.4277,138.4735,140.4514,144.508,148.8323,151.8775,153.1322,155.5039,157.1071,158.2955,161.2292,162.2918,165.1833,168.3266,170.7627,174.4883,175.4334,177.0909,180.9146,182.8522,184.817,184.4054,187.8146,188.8665,191.0452,193.3571,194.0756,195.9113,197.7849,199.5486,200.9835
traffic-lights,22,52,52,52,52,0,5.3,8.714286,13.95349,18.07407,21.96825,23.37662,24.7191,27.64516,31.45161,30.5,27.80357,28.19167,29.60902,33.2653,35.48125,38.09317,39.36842,41.00552,44.34921,47.05556,48.62755,49.30143,52.56398,56.34375,58,58.42373,60.08032,60.71429,64.40959,66.32509,66,66.1987,69.68038,72.96342,75.73591,77.9911,80.60997,83.9269,86.71671,89.05177,93.75207,95.4567,95.85786,99.6675,103.6805,105.6707,107.3573,109.9786,112.4931,114.8921,118.7483,120.6718,123.3348,126.5404,129.3431,129.8687,131.877,134.3795,137.8119,140.9119,142.7713,145.8023,150.2023,151.5714,155.0074,157.0074,158.9005,161.5511,166.8258,169.0654,169.5722,172.1299,173.7022,177.8449,179.3722,181.0096,183.9636,186.8243,190.6697,193.6045,196.4562,197.1772,201.203,204.7055,207.2104,209.5669,211.0693,214.2095,216.9306,219.3265,220.9876,222.8318,226.1963,230.5863,233.3052
traffic-lights,23,54,54,54,54,0,4.5,8.828571,13.47917,17.83871,20.2625,22.70103,25.83838,27.94495,29.59664,31.29032,30.92857,32.7197,33.95238,37.70625,40.52071,41.79882,42.04572,44.04712,46.12808,47.71963,45.81818,48.22511,50.02469,53.20543,55.10821,57.12099,58.41806,62.30868,66.29299,69.87736,70.98428,73.12387,76.65988,80.95454,84.47911,87.00281,88.54496,91.08924,94.9509,98.44304,99.76485,104.022,106.518,110.6887,113.1613,114.9159,117.6297,121.1926,125.1961,128.0509,128.1198,131.8146,134.3463,136.8277,138.6349,140.8488,142.2338,146.0075,149.5488,151.1808,153.6649,154.875,157.9491,160.0551,160.9343,162.2625,164.4901,166.021,168.4217,171.1997,174.8336,177.0512,179.7214,183.3182,185.5519,187.1204,189.8507,193.7439,195.1917,196.7718,198.4036,202.4838,205.5147,205.5554,209.3489,211.1883,214.7539,218.9606,219.5302,222,223.6572,226.7308,229.8904,234.1396,237.0432
traffic-lights,24,56,56,56,56,0,4.714286,9.1,13.41379,19.08696,22.08434,24.90217,26.26471,28.11667,30.86259,33.66187,32.43972,34.44755,37.625,40.68874,39.96471,41.59887,42.92857,45.17857,48.08134,51.05556,51.74554,53.21552,55.93617,57.81781,60.57198,62.88235,64.53232,67.12363,72.07636,73.08562,75.06229,74.9079,77.15974,80.57944,82.56364,82.48538,84.03632,87.16442,89.65183,92.04282,92.27363,94.86715,97.56398,100.235,102.6457,104.7534,107.6075,110.0594,112.7211,114.7254,118.0159,120.1563,123.2833,125.5149,129.4871,131.5838,134.5921,138.776,141.7893,144.691,146.6914,149.0428,152.6193,156.2995,159.6218,160.9781,162.8067,165.7898,169.2596,172.7708,175.9927,178.1684,181.669,185.0098,187.1334,188.5965,191.4613,194.9071,199.381,202.7866,204.4413,206.7329,210.1998,212.0932,215.2805,216.8598,220.0306,223.3959,227.8802,229.9431,231.4148,234.6496,235.6686,239.6425,243.0159
traffic-lights,25,58,58,58,58,0,4.2,7.945946,12.50943,16.40278,20.48809,22.66667,24.09804,24.47368,26,27.9708,30.61745,31.85629,35.60452,39.59678,42.525,42.43961,46.08333,48.21586,51.38017,54.22222,54.80709,57.44867,59.84588,63.22535,66.34354,67.63879,69.41987,71.42284,75.17378,77.18182,79.43104,80.80508,84.99718,88.5847,91.75401,92.46512,94.7358,95.94749,101.1185,103.7218,104.2014,105.4141,108.5696,111.7604,114.1417,115.7671,118.2816,121.1813,125.2155,128.2333,129.1833,132.482,136.875,139.9948,142.6401,143.8993,147.346,149.5777,153.9679,156.4719,160.3042,164.4194,168.78,171.6672,172.8481,175.0029,177.8179,180.5302,182.8999,184.8474,187.4027,190.3974,193.0348,196.302,199.0939,201.6572,204.808,208.8313,212.8888,215.1804,216.089,220.3143,223.985,227.0443,228.2905,230.7889,231.9615,236.6124,241.1888,244.1078,247.017,250.7213,254.2943,259.0514,263.822
